dgp_name,dgp,rep,feature_dim,total_samples,ref_samples,requested_ref_samples,batch_size,n_batches,shift_batch_index,policy,config_id,final_regret,mean_reward,hp_epsilon
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,0,30,15000,10000,10000,100,50,1,Epsilon_Greedy,epsilon=0.4,236.9192989243086,-11.257253835386019,0.4
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,0,30,15000,10000,10000,100,50,1,Epsilon_Greedy,epsilon=0.5,249.8590106545768,-11.51604806999138,0.5
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,1,30,15000,10000,10000,100,50,1,Epsilon_Greedy,epsilon=0.05,184.86818474053712,-11.64924512195517,0.05
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,1,30,15000,10000,10000,100,50,1,Epsilon_Greedy,epsilon=0.1,135.55507816497186,-10.662982990443865,0.1
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,1,30,15000,10000,10000,100,50,1,Epsilon_Greedy,epsilon=0.2,205.2111177763273,-12.056103782670975,0.2
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,1,30,15000,10000,10000,100,50,1,Epsilon_Greedy,epsilon=0.3,217.75145698769185,-12.306910566898265,0.3
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,1,30,15000,10000,10000,100,50,1,Epsilon_Greedy,epsilon=0.4,195.40594654642783,-11.860000358072988,0.4
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,1,30,15000,10000,10000,100,50,1,Epsilon_Greedy,epsilon=0.5,239.7618633231442,-12.747118693607314,0.5
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,2,30,15000,10000,10000,100,50,1,Epsilon_Greedy,epsilon=0.05,130.5198574711295,-9.416725233680566,0.05
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,2,30,15000,10000,10000,100,50,1,Epsilon_Greedy,epsilon=0.1,160.2574565561174,-10.011477215380324,0.1
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,2,30,15000,10000,10000,100,50,1,Epsilon_Greedy,epsilon=0.2,156.82213527040534,-9.942770789666083,0.2
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,2,30,15000,10000,10000,100,50,1,Epsilon_Greedy,epsilon=0.3,228.06280581394122,-11.3675842005368,0.3
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,2,30,15000,10000,10000,100,50,1,Epsilon_Greedy,epsilon=0.4,226.69519001140793,-11.340231884486132,0.4
nonlinear_messy_ultra_ref_sens,nonlinear_messy_ultra,2,30,15000,10000,10000,100,50,1,Epsilon_Greedy,epsilon=0.5,241.24800108552026,-11.631288105968379,0.5
